number;name;stereotype
68;Result;roleMixin
68;Artefact design;category
68;Technical object;roleMixin
68;Designer;historicalRoleMixin
68;Make process;type
68;Design object;category
68;Use effect;situation
68;Make plan;category
68;Usage condition;situation
68;Object Description;category
68;Design conversation;event
68;Capacity universal;type
68;Normative Description;category
68;Use plan;category
68;Agent;category
68;Employed;phaseMixin
68;Artifact;roleMixin
68;Source;historicalRoleMixin
68;Use process;type
68;Physical Object;category
68;Intention;mode
68;Assertive (factagenic);event
68;Communicative acts;event
68;Capacity;quality
68;Disposed;phaseMixin
68;Testing;event
68;Maker;historicalRoleMixin
68;In maintenance;phaseMixin
68;Observation;event
68;Planned;phaseMixin
68;User;historicalRoleMixin
68;Use condition;situation
68;Artifact variant;type
68;Directive (actagenic);event
68;In distribution;phaseMixin
68;Usage effect;situation
68;Usage;event
68;Capacities;quality
68;Instrument;roleMixin
68;Material source;roleMixin
68;Plan Description;category
68;Using;event
68;In use;phaseMixin
69;Inactive Account;relator
69;Organization;kind
69;Organization Member;subkind
69;Group of Organizations;collective
69;Client;roleMixin
69;Mobile;subkind
69;Bank;subkind
69;Client Organization;role
69;Active Account;relator
69;Account;relator
69;Device;kind
69;Accessed Account;relator
69;Withdrawing ATM;role
69;Location;mode
69;Person;kind
69;ATM;subkind
69;Access;relator
69;PC;subkind
69;Spatial Entity;category
69;Accessing Device;role
69;Withdrawed Account;relator
69;Withdraw;relator
69;Client Person;role
70;Object of Contract;kind
70;Public Asset;relator
70;Familiar Society;subkind
70;Land Part;kind
70;Aerial Part;kind
70;Border Part;kind
70;Educational Society;subkind
70;Sketched Border;subkind
70;Rulee;role
70;Commitment;collective
70;State;kind
70;Norm;collective
70;Legal System;relator
70;Society Commitment;collective
70;Dead Border;subkind
70;Ruler;role
70;Live Border;subkind
70;Principal;collective
70;Rule;collective
70;Claim;collective
70;State Commitment;collective
70;Supremacy of Power;kind
70;Society Claim;collective
70;Social Contract;relator
70;Population;kind
70;Religious Society;subkind
70;Territory;kind
70;State Claim;collective
70;Independent Goverment;kind
70;Individual;kind
70;Political Society;subkind
70;Terrritorial Waters Part;kind
70;Society;kind
71;Bidder Registration;relator
71;Published Call for Tender;role
71;Tender Without Winner;role
71;Call for Tender;kind
71;Company;subkind
71;Batch Group;collective
71;Permission Tender in Auction;role
71;Economic Proposal in Specific Proposal;role
71;Empty Tender;role
71;Failed Tender;role
71;Proposal;relator
71;Legal Representative;role
71;Construction Tender;subkind
71;Warranty;kind
71;Proof of Fleet in General Proposal;role
71;Tender in Internal Phase;role
71;Grant Committee Nomination;relator
71;Nomination of Representative;relator
71;Warranty in General Proposal;role
71;Homologation of Public Auction;relator
71;Qualification;kind
71;Proof of Fleet;kind
71;Suspended Tender;role
71;Public Auction;relator
71;Anulled Tender;role
71;Committee;collective
71;Company Participant of Public Auction;roleMixin
71;Publication;relator
71;Call for Tender Publication;relator
71;Concession Tender;subkind
71;Tender in Proposal Reviewing;role
71;General Proposal;relator
71;Auction;relator
71;Permission Grant;relator
71;Tender in Call for Tender;role
71;Public Hearing;relator
71;Bussiness Plan;kind
71;Session of Public Auction;relator
71;Tended With Winner;role
71;Auction for Public Tender;relator
71;Permission Tender in External Phase;role
71;Lease Tender;subkind
71;Power of Attorney;role
71;Tender in Homologation Process;role
71;Publication Context;roleMixin
71;Permission Grant Contract;subkind
71;Tender in Qualification;role
71;Service Batch;collective
71;Tender in External Phase;role
71;Person;kind
71;Completed Tender;role
71;Republication;relator
71;Disposal Tender;subkind
71;Economic Proposal;kind
71;Specific Proposal;relator
71;Bidder;role
71;Purchase Tender;subkind
71;Service Batch in Auction;role
71;Service Tender;subkind
71;Batch in Auction;roleMixin
71;Bidder in Auction;role
71;Grant Committee;role
71;Bussiness Plan in Specific Proposal;role
71;Published Object;roleMixin
71;Legal Representative in Tender Process;role
71;Qualification in General Proposal;role
71;Call for Tender Republication;relator
71;Winner of Public Auction;roleMixin
71;Tender;kind
71;Grant Committee Nomination Ordinance;role
71;Permission Tender;subkind
72;Value Object;roleMixin
72;Object kind;category
72;Theoretical valuation relationship;relator
72;Desire;quality
72;Benefit-specific valuation;relator
72;Preference;quality
72;VO's quality;quality
72;VO's functional quality;role
72;Benefit value;quality
72;Agent;category
72;Context;mixin
72;Theoretical value;quality
72;Quality domain;category
72;Context involvement relationship;relator
72;Cost-specific valuation;relator
72;Perceived value;quality
72;Cost value;quality
72;VO's non-functional quality;role
74;Digital Platform;kind
74;Depicter Person;role
74;Depicted Person with Privacy Violated;role
74;Violation of Depicted Person's Right to Privacy;relator
74;Right-Duty to Keep the Intimate Media Object Privately;relator
74;Violated Duty to Keep the Intimate Media Object Privately;mode
74;Depicted Person in Intimacy;role
74;Uploaded Private Intimate Media Object without Consent;role
74;Accessed Private Intimate Media Object without Consent;role
74;Upload Private Media Object to the Digital Platform;event
74;Public Media Object;category
74;NaturalPerson;kind
74;Publisher;role
74;Intimate Private Media Object with Uploading Consent;roleMixin
74;Private Media Object's Uploading;relator
74;Private Intimate Media Accessing;relator
74;Publication of the Criminal Law;event
74;Access the Published Private Intimate Media;event
74;Media Object;category
74;Content Consumer;role
74;Duty to Keep the Intimate Media Object Privately;mode
74;Private Intimate Media Object without Consent;roleMixin
74;Right to Privacy of Intimate Media Object;mode
74;Acessible Digital Platform;role
74;Private Intimate Media Object;category
74;Violated Right to Privacy of Intimate Media Object;mode
74;Perpetrator;role
75;Hired Provider-Customer Interaction;event
75;Target Customer On Negotiation;roleMixin
75;Service Offering Claim;mode
75;Hired Provider Action;event
75;Target Customer;roleMixin
75;Committed Service Customer;roleMixin
75;Service Customer Commitment;mode
75;Service Offer;event
75;Agent;category
75;Service Agreement;relator
75;Service Customer;roleMixin
75;Hired Provider Commitment;mode
75;Claimed Hired Provider;roleMixin
75;Service Agreement Description;category
75;Service Provider;roleMixin
75;Service Negotiation;event
75;Service Offering Commitment;mode
75;Specialized Service Agreement;relator
75;Hired Provider Claim;mode
75;Service Offering;relator
75;Service Customer Claim;mode
75;Service Provider On Negotiation;roleMixin
75;Service Delivery;event
75;Service Offering Description;category
75;Customer Action;event
75;Target Customer Community;collective
75;Hired Service Provider;roleMixin
76;Sequencing Laboratory;historicalRole
76;Arginine;subkind
76;Bat;kind
76;Research Affiliation;relator
76;Virus Collective;collective
76;Coding Region;subkind
76;Thymine;subkind
76;Regular Sequence;roleMixin
76;Sample Sequencing;event
76;Organization;kind
76;Virus;kind
76;Full Consensus Sequence;subkind
76;Biological Organism;category
76;Sequencing Platform;kind
76;In Vitro Host;role
76;Virus Species;type
76;Cytosine;subkind
76;Viral Infection;relator
76;Codon;subkind
76;Sequence Deposition;relator
76;Research Laboratory;subkind
76;Leucine;subkind
76;Author;role
76;Biological Species;type
76;Variant;relator
76;Guanine;subkind
76;Virus Sequencing;event
76;Tissue Sampling;event
76;Animal Species;type
76;Uracil;subkind
76;Genomic Assembly Method;type
76;Sequence;category
76;Molecule Type;type
76;Amino Acid Type;type
76;Codon Type;type
76;Sampled Animal;historicalRoleMixin
76;Translation;event
76;Variant Type;type
76;Analyst;role
76;Amino acid;kind
76;Nucleotide;kind
76;Animal;category
76;Living Host;roleMixin
76;Proline;subkind
76;Cell Line;kind
76;Nucleotide Subsequence;subkind
76;Genome Assembly;event
76;Biological Tissue Type;type
76;Viral Response;event
76;Viral Disease;event
76;Biological Data Institution;subkind
76;Virus Sequence;kind
76;Protein;kind
76;Publication;relator
76;Journal Issue;kind
76;Variant Analysis;event
76;Virus Raw Data;collective
76;Virus Sequencing Endeavor;relator
76;Analyst Affiliation;relator
76;Biological Tissue;quantity
76;Data Stewardship;relator
76;Threonine;subkind
76;Virus Infected Tissue;subkind
76;Adenine;subkind
76;Sampling Laboratory;historicalRole
76;Virus Host;roleMixin
76;Sequence Database;kind
76;Researcher;role
76;Reference Sequence;roleMixin
76;Project Participation;relator
76;Viral Disease Type;type
76;Project Participant;role
76;Person;kind
76;Read;kind
76;Virus Sequencing Publication;subkind
76;Assembling Laboratory;historicalRole
77;Região;kind
77;Consulta Médica;relator
77;Paciente;role
77;Profissional de Saúde;role
77;Pessoa;kind
77;Documento;kind
77;Unidade de Saúde;kind
78;Justice Requirement;category
78;COVER:Loss Event;event
78;NFR:Requirement;category
78;Nonmaleficence Requirement;category
78;Beneficence Intention;role
78;Ethical Requirement;category
78;NFR:Quality Requirement;category
78;Explicability Requirement;category
78;Nonmaleficense Requirement;category
78;UFO: Quality Region;category
78;Beneficence Requirement;category
78;UFO:Quality;mode
78;UFO:Quality Value;category
78;NFR:Requirement;category
78;Beneficence Requirement;category
78;UFO:Quality Universal;type
78;UFOC:Goal;category
78;Intention;mode
78;Autonomy Requirement;category
78;UFO:Agent;category
78;Nonmaleficence Intention;role
78;COVER:Gain Event;event
78;UFOC:Goal;category
78;NFR:Quality Requirement;category
79;PhysicalAgent;HumanAgent
79;Intention;MentalMode
79;Activity;Activity
79;social agent;InstitutionalAgent
79;Agent;agent
79;Organization;Organization
80;Economic Event;event
80;Debit Commitment;subkind
80;Balanced Reciprocity (Future Market Contract);relator
80;Liability;phase
80;Economic Commitment;kind
80;Off Balance;phase
80;Debit Event;subkind
80;Credit Event;subkind
80;Credit Commitment;subkind
80;Balance Duality (Spot Market Contract);relator
80;Asset;phase
80;Derivative Instrument;collective
80;Plan Event Tree;event
80;Economic Resource;kind
80;Uncertainty Sample Space;kind
80;Economic Agent;kind
80;Planning and Control Policy;kind
80;Equity;phase
81;Declaração de Utilidade Pública;relator
81;Estabelecimento de TAC;relator
81;Rodovia;subkind
81;Subárea;kind
81;Colisão;relator
81;VCI em Atendimento;role
81;TAC Não Cumprido;role
81;Denúncia;kind
81;Seção;collective
81;Tombamento;relator
81;Cotação Agrupada de Produto;relator
81;Representação em Convênio;relator
81;Infração Praticada;kind
81;Guincho Pesado;subkind
81;Forma de Contato de Manifestação;roleMixin
81;Fiscalização Indireta;relator
81;Lavratura do TRO;relator
81;Trabalhos Iniciais;phase
81;Cartório;subkind
81;Exploração de Faixa de Domínio Especial;relator
81;Fiscalização em PFR;relator
81;Bem Operacional Arrendado;subkind
81;Entroncamento em T;subkind
81;Sinalização Temporária;subkind
81;Rampa;kind
81;Estabelecimento;role
81;Rodovia Vicinal;subkind
81;Elemento Georreferenciado;category
81;Depressão;mode
81;Obrigação Financeira;relator
81;Produtor;roleMixin
81;Concessionária Rodoviária Cotadora;role
81;Parente por Afinidade;role
81;Rodovia Federal;subkind
81;Serviço de Manutenção;subkind
81;Elemento Alterado;roleMixin
81;Balança com Defeito;phase
81;Documento de Representação;kind
81;ETRP Permissionária;role
81;Entroncamento em Y;subkind
81;Elemento Alterável;category
81;Bem Imaterial;kind
81;Dreno;kind
81;Trecho de Monitoração;collective
81;Imposto Municipal;subkind
81;Choque com Objeto Fixo;relator
81;Ponte com Defeito;phase
81;Reserva de Capital;kind
81;Infração Praticada de Transporte;subkind
81;Marca de Sinalização;subkind
81;Intervalo de Tempo;datatype
81;Rotatória;subkind
81;Linha Contínua;subkind
81;Imóvel Edificado Arrendado Imobilizado;role
81;Infração Média;subkind
81;Veículo com Altura Averiguada;role
81;Infrator por InPraTe;role
81;Caminhão Leve;subkind
81;Data;datatype
81;Engavetamento;relator
81;Empresa com Capital de Terceiros;role
81;Item do PER Adicionado;role
81;Seguro em Concessão;relator
81;Livro de Manifestação;role
81;Autorizatária de TT;role
81;Cotação Individual;relator
81;Posto de Fiscalização da ANTT;subkind
81;Autuação;relator
81;Seta Direcional;subkind
81;Pai;role
81;Imóvel Desapropriado;roleMixin
81;Fiscalização Relativa ao Prestador;relator
81;Rodovia Arterial;subkind
81;Obra de Recuperação;subkind
81;Órgão Público com CNPJ;subkind
81;Classificação de Manifestação;datatype
81;Obra com Intervenção;role
81;Veículo Comercial;subkind
81;Combate a Incêndio;relator
81;Ambulância de Suporte Básico;subkind
81;Bem Especulativo;kind
81;Infração de TRC;enumeration
81;Fiscalização de PEF;relator
81;Material de Sinalização;quantity
81;Item;kind
81;Concessionária Rodoviária;subkind
81;Fax;kind
81;Tio;role
81;Notificação de Infração;kind
81;Passagem de Pedestre;kind
81;Forma de Contato de Origem;roleMixin
81;Passivo Simples;subkind
81;Certidão de Divórcio;relator
81;Arrendamento Financeiro;relator
81;Área de Interesse Público;role
81;Atropelamento e Fuga;relator
81;Ponte Móvel;subkind
81;Pessoa com TAC;roleMixin
81;Endereço;datatype
81;Tipo de Ativo Depreciável;datatype
81;Companheiro;role
81;Empresa Regulada;category
81;Desnível;mode
81;Aquisição de Permanente;relator
81;Infrator com RE;role
81;Contrato de Arrendamento;kind
81;Obra Concluída;phase
81;Faixa de Domínio;kind
81;Ativo Permanente;mixin
81;Pesagem;relator
81;Licença Ambiental de Imóvel;subkind
81;Ponte em Arco;subkind
81;Fiscalização Especial;relator
81;Infração Graduada por Natureza;subkind
81;Fiscalização Rodoviária;relator
81;Veículo Rodoviário;kind
81;Elemento Vetado;category
81;Túnel Ideal;phase
81;Fecho;kind
81;Modelo;kind
81;Operadora de MP Fiscalizada;role
81;Exercício Social;relator
81;Sinalização de Advertência;subkind
81;Rodovia Longitudinal;subkind
81;Produto Cotado Coletivamente;role
81;Verificação de TRO;relator
81;Item de Terraplenos e Estruturas de Contenção;subkind
81;Advento do Termo Contratual;relator
81;Portaria;subkind
81;Projeto Executivo;kind
81;Memorial Descritivo de Obra na FD;kind
81;Parágrafo Composto;subkind
81;Ambulância de Resgate;subkind
81;Tarifa de Pedágio;kind
81;Solicitação de Bem;relator
81;Item do PER Alterado;role
81;Caducidade;relator
81;Bueiro;kind
81;Fiscalização por Equipamento;relator
81;Rescisão do Contrato;relator
81;Convênio de Cooperação Técnica;relator
81;Dissipador de Energia;kind
81;Descida D'água;kind
81;Terreno Comprado;subkind
81;Investimento em Imobilizado;relator
81;Fiscal em Fiscalização em Equipe;role
81;Fornecedor;roleMixin
81;Construção de Imobilizado;relator
81;Cláusula de Revogação;subkind
81;Fenda;mode
81;Imóvel Edificado Arrendado Explorado;role
81;Decreto de Utilidade Pública;subkind
81;Bem Operacional Arrendado Explorado;role
81;Passarela;subkind
81;Passivo Composto;subkind
81;Aparelho de Fiscalização;kind
81;Ressarcimento;relator
81;Item de Pavimento;subkind
81;Canteiro Central com Defeito;phase
81;Área Estadual;phase
81;Item do PER com Obra;role
81;Terminal Rodoviário com PFA;subkind
81;Cronograma de Execução;kind
81;Fiscalização de Terminal Com PFA;relator
81;TAC Pós;subkind
81;Veículo Diplomático;subkind
81;Sinalização Aérea;subkind
81;Fiscalização de Rotina;relator
81;Extinção de Concessão;relator
81;Veículo de Inspeção;subkind
81;Condicional por VDM;subkind
81;Obra Em Andamento;role
81;Trecho em Obra de Pavimentação;phase
81;Anulação;mode
81;Ponte Rodoviária;subkind
81;Compra Imobilizado;relator
81;Justificativa para Outorga;mode
81;Sinalização de Serviço Auxiliar;subkind
81;Colisão Traseira;relator
81;Contrato de Concessão Ferroviária;subkind
81;Serviço de Socorro Mecânico;relator
81;Meta de Fiscalização;mode
81;Exploração Utilidades;relator
81;Comprador Sucata;roleMixin
81;Anotação de Responsabilidade Técnica;mode
81;Acionista;roleMixin
81;Item de Edificação e Instalação Operacional;subkind
81;Parente Direto;role
81;Fiscalização em Posto Fixo;relator
81;Ponte em Treliça;subkind
81;Sinalização de Regulamentação;subkind
81;Compra de Produto;relator
81;Ativo Imobilizado;roleMixin
81;Outorga de Autorização;relator
81;Quota como Ativo;role
81;Estação Meteoreológica;kind
81;Veículo de Apreensão de Animais;subkind
81;Ativo com Valor Inicial;phase
81;Alínea Vetada;subkind
81;Pista Reversível;subkind
81;Encampação;mode
81;Componente de GE;role
81;Fiscalização de Produtos Perigosos;relator
81;Subseção;subkind
81;Escorregamento;mode
81;Decreto Presidencial;kind
81;Parente de 2º Grau;role
81;Área de Preservação Permanente;phase
81;Autorização para Receita Extraordinária;relator
81;Seguro de Bem;relator
81;Projeto da Ocupação da FD;kind
81;Fiscal que Recebe Obra;role
81;Permissão;kind
81;Complementação de Obras do DNIT;subkind
81;Sinalização Rodoviária Ideal;phase
81;Ônibus;subkind
81;Veículo Passante por Praça;role
81;Contrato de Concessão Rodoviária;subkind
81;Veículo de Sinalização;subkind
81;Interseção com Defeito;phase
81;Lei Complementar;subkind
81;Sinalização Semafórica;subkind
81;Operação da Rodovia;subkind
81;Penalidade Prevista;mode
81;Trecho Multifaixas;phase
81;Trecho Lógico Estadual;subkind
81;Convenente;role
81;Imóvel Edificado Imobilizado;role
81;Garantia em Seguro;kind
81;Praça de Pedágio Auxiliar;subkind
81;Ampliação de Capacidade;subkind
81;Ponto Linear;kind
81;VSM em Atendimento;role
81;Decreto Singular;subkind
81;Site;kind
81;Sinalização Turística;subkind
81;Documentação do Órgão Ambiental;category
81;Posto de Fiscalização Fazendária;subkind
81;Cabine de Pedágio;kind
81;Área Livre;phase
81;Item Não Obrigatório;subkind
81;Revisão do PER;relator
81;Entroncamento;subkind
81;Componente Rodoviário;category
81;Ponte;kind
81;Participação em Empresa;roleMixin
81;AFAC;relator
81;ATe por Notificação do Infrator;relator
81;Manutenção;phase
81;Permissionária;role
81;Lei Ordinária;subkind
81;Modelo Cotado Individualmente;role
81;TRO Não Cumprido;role
81;Infração Gravíssima;subkind
81;Infração Regulamentar;subkind
81;Caminhão Trator;subkind
81;Central de Atendimento;kind
81;Terminal Rodoviário;kind
81;Imóvel Edificado Construído Explorado;role
81;Bisavô;role
81;Causa de Defeito;mode
81;Emenda à Constituição;subkind
81;Fiscalização de Órgão Conveniado;relator
81;Parente;role
81;Intersecção Explorada;role
81;Veículo Acidentado;role
81;Interseção Ideal;phase
81;Ativo Depreciável;roleMixin
81;Obra de Concessão Rodoviária;kind
81;Fiscalização Autuadora;relator
81;Ato Normativo Base de Fiscalização;role
81;Fila de Pedágio;mode
81;Serviço de Conservação;subkind
81;Concessionária;subkind
81;Integrante de Equipe de Fiscalização;role
81;GP em Atendimento;role
81;Ativo Sem Amortização;phase
81;E-mail de Manifestação;role
81;Arrendador Operacional;roleMixin
81;Área de Preservação Ambiental;phase
81;Callbox;kind
81;Filho;role
81;Obra de Arte Corrente;category
81;Imóvel;category
81;Laudo de Avaliação de Imóvel;kind
81;Sócio LTDA;roleMixin
81;Imóvel Edificado Construído;subkind
81;Veículo de Socorro Mecânico;subkind
81;Apostila;subkind
81;Penalidade Aplicada;mode
81;Arrendamento Financeiro Imobilizado;relator
81;Representação Não Anônima;relator
81;Subtrecho de Concessão;collective
81;Seção Composta;subkind
81;Licença Ambiental de Obra;kind
81;Capotagem;relator
81;Providência Adotada;mode
81;Cláusula de Vigência;subkind
81;Elemento na Faixa de Domínio;mode
81;Tarifa Básica de Pedágio;kind
81;Responsável por Aporte;roleMixin
81;Contorno Rodoviário;subkind
81;Compra Especulativa;relator
81;Interseção;kind
81;Balança Ideal;phase
81;Defeito na Interseção;mode
81;Trecho Coincidente;role
81;Elemento Rodoviário Modificado em Concessão;roleMixin
81;Concessionária Rodoviária com TRO;role
81;Faixa de Domínio Ideal;phase
81;Entidade Recolhedora de Impostos;role
81;Caminhonete;subkind
81;Interseção Rodoviária;subkind
81;Segmento Homogêneo;collective
81;Alínea Composta;subkind
81;Fiscalização de TRP;relator
81;Passivo;kind
81;Ativo Intangível;mixin
81;Ponte Utilitária;subkind
81;Obra Planejada;subkind
81;Escopo do Serviço;kind
81;Intervenção de Obra Conveniada;relator
81;Imóvel Desapropriado com Laudo de Avaliação;roleMixin
81;Contrato Social;relator
81;Artigo Regulamentar;subkind
81;Solicitado;roleMixin
81;Certidão de Registro de Imóvel;relator
81;Abertura;kind
81;Acidente de Trânsito com Vítima;relator
81;Material da Obra de Arte Especial;quantity
81;Inexecução;relator
81;Contrato de Permissão;relator
81;Ambulância de Suporte Avançado;subkind
81;Contrato de Autorização Especial;subkind
81;Edificação Rodoviária de Apoio;subkind
81;Outorga de Permissão;relator
81;Penalidade;mode
81;Sinalização Vertical;subkind
81;Guichê;kind
81;AL Iniciada por Reclamação;relator
81;Veículo de Passageiro;subkind
81;Autuação de Trânsito;relator
81;Fiscalização de TFP;relator
81;Título da Dívida Pública;kind
81;Faixa Lateral;kind
81;Veículo Oficial;subkind
81;Nota Fiscal de Produto;subkind
81;Órgão Privado;kind
81;Comando Operacional;relator
81;Certidão de Casamento;relator
81;Bicicleta a Motor;subkind
81;Reclamação;relator
81;Colisão Frontal;relator
81;Autorização de Início de Obra;relator
81;Pagamento de Imposto sobre Resultado;relator
81;Revisão Extraordinária da TBP;subkind
81;Cruzamento Ortogonal;subkind
81;Interseção Rodoferroviária;subkind
81;Sociedade Anônima;mixin
81;Obra Planejada que Necessita de Projeto;subkind
81;Trecho Físico Federal;subkind
81;Meio Fio;kind
81;Parágrafo Simples;subkind
81;Consórcio;kind
81;Neblina;datatype
81;Auto de Infração;kind
81;Defeito na Ponte;mode
81;Pessoa;category
81;Filial;role
81;Agência Reguladora Convenente;role
81;Regramento de Área Simples;subkind
81;Veículo de Obra;subkind
81;Revisão Ordinária da TBP;subkind
81;Entidade Pública em CA;role
81;PER Revisado;role
81;Solicitação de Desapropriação;relator
81;Retenção de Documento;mode
81;Reboque;subkind
81;Autorização de Uso;relator
81;Tarifa Básica de Pedágio Revisada;role
81;Ponte Estática;subkind
81;Parcela de Pagamento do Seguro;kind
81;Fiscalização Periódica;relator
81;Documento sobre Imóvel do Órgão Ambiental;subkind
81;Planta Topográfica do Local;kind
81;Lote Rodoviário Concedido;role
81;Livro de Ocorrências;kind
81;Pessoa Física;kind
81;Título Componente;subkind
81;Constituição;subkind
81;Parâmetro de Desempenho;kind
81;Autuação por Lavratura;relator
81;Rodovia de Ligação;subkind
81;Receita Rodoviária Ordinária;relator
81;Componente de Iluminação Ideal;phase
81;Guincho Leve;subkind
81;Defeito no Túnel;mode
81;Ocorrência Originadora de TRO;mode
81;Parente em Linha Reta;role
81;InPreTo Utilizada como Base;role
81;Sinalização de Indicação;subkind
81;Terreno;kind
81;Licença de Implantação;subkind
81;Cotação Individual de Modelo;relator
81;Imóvel Edificado Comprado;subkind
81;Entrada em Vigência de Alteração;relator
81;Avô;role
81;Motocicleta;subkind
81;Via Lateral;subkind
81;ETRP de Fretamento Contínuo;role
81;Entidade Pública;subkind
81;Contrato de Consórcio;relator
81;Registro de Passagem;relator
81;País;kind
81;Capítulo;collective
81;Radar;subkind
81;Via Fluvial;subkind
81;Construção;relator
81;PNV;kind
81;Estado;kind
81;Trecho Rodoviário Físico com Defeito;phase
81;Imposto Federal;subkind
81;Resposta Final;mode
81;Produto Adquirido em Convênio;roleMixin
81;Capítulo Composto por Seção;subkind
81;Cruzamento com Ilhas;subkind
81;Trecho com Canteiro Central;phase
81;Componente de Iluminação com Defeito;phase
81;Fiscal da ANTT;subkind
81;Inspeção de Tráfego;relator
81;Concessionária Rodoviária Segurada;role
81;Concessionária Rodoviária Fiscalizada;role
81;Sobrinho;role
81;Ex-companheiro;role
81;Declaração de Inidoneidade;mode
81;Defeito no Componente de Iluminação;mode
81;Linha de Ônibus Autorizada Especial;role
81;Edificação de Rodovia;subkind
81;Aporte de Capital;relator
81;Bem Comprado;mixin
81;Venda de Sucata;relator
81;Parte Especial;subkind
81;Retenção de Veículo;mode
81;Representante da Convenente;role
81;Arrendamento;relator
81;Engenheiro Responsável;role
81;Documentação sobre Imóvel do Órgão Ambiental;kind
81;Hierarquia de Ato Normativo;datatype
81;Fiscalização Preventiva;relator
81;Localização na Rodovia;datatype
81;E-mail;kind
81;Bem Operacional Comprado Explorado;role
81;Comprovante de Pagamento;kind
81;Fiscalização em Equipe;relator
81;PPV Fixo;subkind
81;Parte Geral;subkind
81;Canteiro Central;subkind
81;Elemento de Agrupamento;category
81;Agente de Órgão Conveniado;subkind
81;Interseção em Desnível;subkind
81;Aquisição para Convênio;relator
81;Entidade Pública em CCT;role
81;Praça Unidirecional;subkind
81;Revisão Quinquenal da TBP;subkind
81;Grupo Econômico;collective
81;Distrito;kind
81;Autuação com Aplicação de MA;relator
81;Irmão;role
81;Inciso Composto;subkind
81;Entrada em Vigência de Revogação;relator
81;Parecer Técnico;kind
81;Artigo Regulamentar com Infração Definida;subkind
81;Registro de Veículo;relator
81;Planta do Imóvel;kind
81;Veículo de Suporte;subkind
81;Avaliação de Obra;relator
81;Contrato de Prestação de Serviço de Transporte;kind
81;Contrato de Receita Extraórdinária com Projeto de Engenharia;role
81;Forma de Contato de Resposta;roleMixin
81;Câmera CFTV;subkind
81;Veículo Ferroviário;kind
81;PA Simplificado;subkind
81;ICMS;subkind
81;Defeito na Sinalização Rodoviária;mode
81;Canteiro Central Ideal;phase
81;Área Municipal;phase
81;Medida Administrativa Aplicada;mode
81;PIS;subkind
81;Alínea;kind
81;Cláusula Contratual com Infração Definida;subkind
81;Revestimento de Pavimento Rodoviário;quantity
81;Garantia de Execução;mixin
81;Furgão;subkind
81;Justificativa para Desapropriação;mode
81;Marca Longitudinal;subkind
81;Imóvel Edificado Explorado;role
81;Solicitação de Compra em CA;relator
81;Artigo Composto;subkind
81;CCT com Compartilhamento de Receita;relator
81;Queda;relator
81;Choque;relator
81;Via Modificada em Concessão;role
81;Intervenção para Obra;relator
81;Capítulo Composto por Artigo;subkind
81;Ativo;kind
81;Infração Grave;subkind
81;Bem Alugado;category
81;Separador de Pistas;kind
81;Túnel com Defeito;phase
81;Beneficiário;roleMixin
81;Cruzamento;subkind
81;Sinalização Permanente;subkind
81;Unidade Regional;kind
81;Objeto da Outorga;mixin
81;Veículo Conjugado;role
81;Empresa Regulada Fiscalizada;role
81;Marco Regulatório;collective
81;Convênio de Manutenção;relator
81;Seguro de Responsabilidade Civil;relator
81;Serviço de Monitoração;subkind
81;Serviço em Concessão Rodoviária;subkind
81;Drenagem de Transposição de Talvegues;subkind
81;Fiscalização em PPV;relator
81;PAAIAP Finalizado;phase
81;Produto Cotado;role
81;Contrato de Autorização;relator
81;Área de Transbordo;kind
81;Bem da Concessão;roleMixin
81;Imóvel Edificado Construído Imobilizado;role
81;Atividade;relator
81;Desgaste;mode
81;Atendimento Rodoviário de Acidente;relator
81;Inciso Simples;subkind
81;Semirreboque;subkind
81;Sociedade de Propósito Específico;subkind
81;Tipo de Ativo Intangível;datatype
81;TAC Pré;subkind
81;Atropelamento;relator
81;Imposto sobre Serviço;subkind
81;Artigo;kind
81;Revisão Ordinária Ensejada por Inexecução;role
81;Trevo Incompleto;subkind
81;Veículo de Combate a Incêndio;subkind
81;Pessoa com Imóvel;roleMixin
81;Registro de Adoção;relator
81;Pavimento Semirrígido;subkind
81;Interventor;roleMixin
81;Marca de Canalização;subkind
81;Cotação Agrupada de Modelo;relator
81;Trecho Planejado;phase
81;Convênio com Participação da Concessionária;relator
81;Exploração de Faixa de Domínio;relator
81;Receita Rodoviária Extraordinária;relator
81;Anel Rodoviário;subkind
81;Trecho Travessia;phase
81;Bem Arrendado;category
81;Ordem de Serviço;kind
81;Linha Tracejada;subkind
81;Obstáculo Sobreposto;kind
81;Melhoramento da Rodovia;subkind
81;Outorga de Concessão Rodoviária;relator
81;Sistema de Drenagem Ideal;phase
81;Construção de Intangível;relator
81;Proposta de Desapropriação;mode
81;Modelo Cotado;role
81;Projeto as Built;kind
81;Declaração de Caducidade;mode
81;Região Política;category
81;Posto de Fiscalização Rodoviária;subkind
81;PIF da PRF;kind
81;Comando Operacional Temático;relator
81;Parente de 4º Grau ou Maior;role
81;Produto Cotado Individualmente;role
81;Fiscalização de VP;relator
81;Regramento de Área Composta;subkind
81;Veículo Pesado;role
81;Imóvel Edificado Cedido;subkind
81;Colisão Transversal;relator
81;Infrator por InPraTo;role
81;Caminhão;subkind
81;Obra de Arte Especial;category
81;Agente da ANTT;subkind
81;Intervenção;mode
81;Bisneto;role
