Receptacle;category;Receptacle implies something that can contain or hold other things, categorizing entities based on this capacity rather than a specific type.
Constitution;category;Constitution refers to the composition, structure, or fundamental principles of something, categorizing entities based on shared characteristics.
Education;process;Education is a process of teaching and learning, involving a series of actions and changes over time.
CardinalVirtue;category;CardinalVirtue represents a category of fundamental ethical virtues, encompassing specific virtues like justice, wisdom, etc.
Good;category;Good is a broad and abstract concept representing moral excellence or value, categorizing actions, things, or states of being.
HumanSoul;kind;The Human Soul, in many philosophical and religious traditions, is considered a distinct entity, a kind separate from the body.
Element;kind;Element, especially in the context of classical elements, denotes a fundamental kind of matter.
PresentName;roleMixin;PresentName implies a temporary state of having a particular name, making it a roleMixin as it's contingent and related to identity.
Tyrannical;phase;Tyrannical describes a particular stage or phase of government or rule, characterized by absolute power and oppression.
HumanBeing;kind;HumanBeing signifies a distinct biological and rational species, making it a kind.
PrivateProperty;category;PrivateProperty refers to a category of ownership rights over possessions, not a specific type of object.
SpecificFormOfTheName;subkind;SpecificFormOfTheName suggests a particular variation or subtype within the broader category of names, making it a subkind.
Reason;mode;Reason is a cognitive faculty or process, representing a particular capacity of the mind.
Recollection;process;Recollection is a mental process of retrieving memories, involving a series of actions over time.
HumanBody;kind;HumanBody denotes the physical structure of a human being, representing a distinct kind.
LesserGod;subkind;LesserGod implies a hierarchical distinction within the category of Gods, suggesting a subkind.
Appetite;mode;Appetite refers to a desire or craving, often for food or pleasure, representing a particular state or inclination.
Isosceles;subkind;Isosceles is a specific type of triangle, making it a subkind within the category of Triangles.
Universe;kind;The Universe, encompassing all of space and time, is often considered a unique and singular entity, thus representing a distinct kind.
Democratic;phase;Democratic represents a particular system or phase of government characterized by rule of the people.
NobleLie;kind;The Noble Lie, a philosophical concept, represents a unique type of falsehood with specific purposes, making it its own kind.
Property;category;Property refers to possessions or attributes that belong to something, making it a broad category encompassing various types of entities.
Philosopher-king;role;Philosopher-king signifies a specific role within a society, combining governance with philosophical wisdom.
Citizen;role;Citizen designates a social and political role within a state or community.
Class;category;Class refers to a group or set with common characteristics, used to categorize entities based on shared attributes.
LivingThing;category;LivingThing represents a broad category encompassing all organisms exhibiting life, encompassing various species and forms.
Imagination;mode;Imagination is a cognitive faculty or process, representing a particular ability of the mind to form images and ideas.
Temperance;mode;Temperance is often considered a virtue, representing a state of moderation and self-control, making it a mode.
Family;collective;Family is a social group consisting of individuals with kinship ties, forming a collective entity.
Belief;mode;Belief represents a mental state of acceptance or conviction, making it a mode.
Sameness;category;Sameness denotes the state of being identical or alike, categorizing relationships between entities rather than the entities themselves.
Convention;collective;Convention often refers to agreed-upon practices or customs within a group, implying a collective agreement or understanding.
HeavenlyBody;kind;HeavenlyBody suggests astronomical objects like stars and planets, representing a distinct kind of entity.
Aristocratic;phase;Aristocratic describes a phase or system of government characterized by rule by a privileged elite.
World'sBody;kind;World'sBody suggests a unique entity, a kind in itself, representing the physical or material aspect of the world.
boolean;type;Boolean is a data type representing truth values (true or false), indicating a fundamental type.
Being;category;Being is a fundamental philosophical concept referring to existence itself, encompassing all entities and forms of existence.
Name;mode;Name represents a linguistic element used to identify something, making it a mode.
Triangle;kind;Triangle, a geometric shape, represents a distinct kind with specific properties.
OriginalName;roleMixin;OriginalName suggests a temporary state of having a particular name at a certain point in time, making it a roleMixin.
Thinking;process;Thinking is a mental process involving cognitive activities, representing a series of actions over time.
SensePerception;process;SensePerception refers to the process of perceiving the environment through senses, involving a series of actions.
string;type;String is a data type representing a sequence of characters, making it a fundamental type.
Auxiliaries;role;Similar to AuxiliaryPerson, 'Auxiliaries' signifies individuals in a supporting role.
StateProperty;category;StateProperty refers to characteristics or attributes belonging to a state, making it a category encompassing various aspects.
name;inferred_stereotype;explanation
QualidadeRegra;quality;Represents the quality of a rule in a game, which can be measured.
Regra;kind;Represents a rule, which is a fundamental concept in games and can be instantiated by multiple games.
Jogador;role;Represents the role of a player, which is anti-rigid and depends on the relation with the game.
Mecânica;kind;Represents a fundamental concept of game design and can be instantiated in different ways.
QualidadeDesign;quality;Represents the quality of the design, a measurable aspect.
Jogo de Videogame (software);kind;Represents a specific type of software, a videogame.
QualidadeMecânica;quality;Represents the quality of the mechanics, a measurable aspect.
Design;kind;Represents a design, a fundamental concept.
Jogar;event;Represents the action of playing a game, which is an event.
Jogo qua agente;kind;Represents a game as an agent, which can perform actions and interact.
Inicio da partida de videogame;event;Represents the event of a videogame match starting.
Pessoa;kind;Represents a person, which is a fundamental entity.
Usabilidade;quality;Represents the quality of usability, a measurable aspect of a game.
Gameplay;kind;Represents the gameplay, a fundamental concept in game design.
MedidaQualidadeRegra;quantity;Represents the measure of a rule's quality, which is a quantity.
Final da partidade de videogame;event;Represents the event of a videogame match ending.
Jogabilidade;quality;Represents the quality of the gameplay, which can be measured.
MedidaQualidadeDesign;quantity;Represents the measure of design quality, which is a quantity.
MedidaQualidadeMecânica;quantity;Represents the measure of mechanic quality, which is a quantity.
name;inferred_stereotype;explanation
Behaviour;category;This represents a broad concept that classifies different aspects of how elements within the game interact and function. It's a rigid type, as these behaviors have essential properties defining them.
Aesthetics;category;This refers to the sensory experience of the game, encompassing visual style, components, and overall presentation. It's a rigid type, as these aesthetics are essential to defining the game's look and feel.
Variable Player Powers;mixin;This indicates a game mechanic where player abilities can change. It's semi-rigid: essential to games with this mechanic, accidental to those without.
Grid Movement;mixin;A mechanic where movement is restricted to a grid. Semi-rigid: essential to games using grids, accidental to others.
Paper And Pencil;category;Refers to the core components of the game. It's a rigid type, as it essentially defines the game's reliance on these materials.
Survival_A;goal;Indicates a fundamental objective in the game related to survival. Goals drive player actions and are essential to understanding motivations within the game.
Bluffing;mixin;Mechanic allowing players to deceive one another. Semi-rigid: essential to games with bluffing, accidental to those without.
Desperation;phaseMixin;Represents a contingent state a player or the game can be in. Anti-rigid, as it depends on specific game conditions.
Pick-up and Delivery;mixin;A mechanic where players collect and transport items. Semi-rigid: essential for games with this mechanic, accidental to others.
Loathing;roleMixin;Represents a role or behavior pattern within the game, likely associated with an antagonist or a negative player interaction.
Auction;mixin;A mechanic where players bid on items or opportunities. Semi-rigid: essential to games with auctions, accidental to others.
Argumentativeness;roleMixin;Represents a role or behavior pattern within the game, likely associated with player interaction and negotiation.
Point-toPointMovement;mixin;A mechanic where movement is along defined paths. Semi-rigid: essential to games using this, accidental to others.
Grouping;mixin;A mechanic allowing entities to form groups. Semi-rigid: essential to games with grouping, accidental to others.
Ruleset;category;Defines the essential framework within which the game operates, governing actions and interactions.
Grief;phaseMixin;Represents a contingent emotional state a player may experience, influenced by game events.
Trick-Taking;mixin;A specific mechanic where players win rounds by having the best combination of cards. Semi-rigid, as its essentiality depends on the game.
Player Elimination;mixin;A mechanic where players can be removed from the game. Semi-rigid: essential to games with this, accidental to others.
Relief;phaseMixin;Represents a contingent emotional state a player might experience, likely after a period of tension or stress within the game.
Indirect effect;category;Refers to a broad category of game mechanics where actions have consequences beyond their immediate impact, influencing the game state in less direct ways.
Victory Points;category;A common element in games, often used as a quantifiable measure of progress or success towards winning.
Disapointment;phaseMixin;Represents a contingent emotional state a player might experience, likely due to setbacks or unfulfilled expectations within the game.
Alliance;relator;Represents a relationship between players, signifying cooperation and shared goals.
Naches;phaseMixin;This term, meaning pride and joy in another's accomplishment, likely represents a contingent emotional state players can experience, linked to observing others' successes within the game.
Game state change;event;Represents a transition or shift in the current state of the game, usually triggered by player actions or game mechanics.
Communication;category;A fundamental aspect of many games, encompassing how players exchange information or interact verbally.
Blocking;mixin;A mechanic where players can obstruct opponents' actions or movements. Semi-rigid: essential to games with blocking, accidental to others.
Anger;phaseMixin;Represents a contingent emotional state a player might experience, likely triggered by in-game events or interactions with other players.
Disgust;phaseMixin;Represents a contingent emotional state, likely triggered by specific game elements or the actions of other players.
Camping;roleMixin;Represents a specific behavior pattern, likely referring to a defensive strategy or playstyle within the game.
Exasperation;phaseMixin;Represents a contingent emotional state a player might experience, likely due to repeated frustrations or a sense of being stuck within the game.
Deck;collective;Refers to a collection of cards, treated as a single unit within the game.
Draft;mixin;A mechanic where players select from available options to build a personal set of components. Semi-rigid: essential to games with drafting, accidental to others.
Resource Management;category;Represents a fundamental aspect of gameplay, encompassing the gathering, utilization, and potentially the trading or consumption of various in-game resources.
Meta-Game;category;Represents aspects of the game that extend beyond the defined rules and mechanics, often involving player interactions, strategies, and social dynamics that develop outside the game itself.
Action Programming;mixin;A mechanic where players determine actions in advance, often with limited ability to adjust later. Semi-rigid: essential to games with this, accidental to others.
Stock Holding;mixin;A mechanic where players buy, sell, or manage shares, simulating economic aspects. Semi-rigid: essential to economic games, accidental to others.
Competition;category;Represents a core aspect of many games, highlighting the element of rivalry and the pursuit of victory against opponents.
Card Draft;mixin;A specific type of drafting where the chosen components are cards. Semi-rigid, as its essentiality depends on the game.
Impulse;phaseMixin;Represents a sudden urge or motivation for a player to act, likely influenced by the game state.
Secret Unit Depoyment;mixin;A mechanic where players keep units hidden until a strategic moment. Semi-rigid: essential to games with this, accidental to others.
One versus all;category;Represents a game structure where one player is set against all others, often involving asymmetric roles and objectives.
Modular Board;category;Indicates the game's physical design, where the play area is made up of reconfigurable parts.
Small talk;roleMixin;Represents a form of player interaction, likely involving casual conversation or negotiation, that can influence the game.
Pattern Building;mixin;A mechanic where players create specific arrangements of components to score points or achieve goals. Semi-rigid, as its essentiality depends on the game.
Take That;mixin;A mechanic involving direct and often aggressive actions to hinder opponents. Semi-rigid, as its presence is essential to some games, accidental to others.
Action Planning;category;Represents a core gameplay element, highlighting the strategic decision-making process of players choosing and executing actions.
Resource;category;Represents any element that holds value and can be used or consumed during the game to perform actions or achieve objectives.
Card;category;A common component in many games, often representing actions, resources, events, or other game elements.
Enjoyment;phaseMixin;Represents a positive emotional state players might experience during gameplay, often linked to engagement and satisfaction.
Token;category;Represents a physical component used to track progress, represent units, or mark specific elements on the game board.
Expression;category;Represents the various ways players can communicate or convey information, strategies, or emotions during the game.
Chit-pull;mixin;A specific mechanic where players draw tokens blindly to determine outcomes or resources. Semi-rigid, as its essentiality depends on the game.
Horror;category;A genre or theme within games, often associated with fear, suspense, and unsettling narratives or visuals.
Rock-Paper-Scizors;mixin;A mechanic based on a cyclical relationship between options, where each choice has strengths and weaknesses. Semi-rigid, as its essentiality depends on the game.
Pool Building;mixin;A mechanic where players gather and manage a set of resources or elements, which can be used for various actions. Semi-rigid: essential to games with pool building, accidental to others.
Die Marker;category;Refers to a die used not for random generation but to track a value or state within the game.
Sacrifice;mixin;A mechanic where players can give up something valuable for a strategic advantage. Semi-rigid: essential to games with this, accidental to others.
Mechanics;category;Represents the specific rules and procedures that govern how the game is played, how players interact, and how actions are resolved.
Terror;phaseMixin;Represents an intense form of fear that a player might experience, likely triggered by specific game events or threats.
Fiero;phaseMixin;Represents a feeling of intense pride and accomplishment, likely triggered by overcoming challenges or achieving significant milestones in the game.
Rush the game;roleMixin;Represents a specific gameplay strategy or approach, where players prioritize speed and early aggression.
Pride;phaseMixin;Represents a positive emotional state, likely triggered by a player's accomplishments or successful execution of strategies.
Goal;category;Represents the objective or desired outcome that players strive to achieve within the game, driving their actions and decisions.
Partnership;relator;Represents a specific type of player relationship, characterized by cooperation and a shared objective, often within a team-based game.
Amusement;phaseMixin;Represents a lighthearted form of enjoyment, often associated with humor or entertainment value within the game.
Area Enclosure;mixin;A mechanic where controlling specific areas on the game board provides advantages. Semi-rigid: essential to area control games, accidental to others.
Variable Phase Order;mixin;Indicates that the sequence of game phases or turns is not fixed and can change dynamically. Semi-rigid: essential to games with variable turn order, accidental to others.
Dice Rolling;mixin;A mechanic using dice to introduce randomness and determine outcomes. Semi-rigid: essential to games with dice, accidental to those without.
Repugnance;phaseMixin;Represents a strong feeling of disgust and aversion, likely triggered by specific game themes or actions.
Fear;phaseMixin;Represents an emotional state of apprehension and anxiety, often triggered by threats, uncertainty, or the risk of negative consequences within the game.
Despair;phaseMixin;Represents an intense feeling of hopelessness and loss, likely triggered by significant setbacks or a perceived inability to succeed.
Distraughtness;phaseMixin;Represents an emotional state of distress and agitation, likely triggered by stressful or emotionally charged events within the game.
Deduction;category;Represents a core element of gameplay where players use logic and reasoning to interpret information, solve puzzles, or uncover hidden elements.
Reject objectives;mixin;A mechanic that allows players to refuse or discard objectives, adding a layer of strategy to objective management. Semi-rigid: essential to games with this option, accidental to those without.
Areas;category;Represents distinct zones or sections on the game board or within the game environment, often associated with specific rules, resources, or objectives.
Playing patterns;category;Represents recognizable and recurring strategies, tactics, or approaches that players might employ during gameplay.
Assymetry;category;Represents a game design principle where players have different starting conditions, abilities, or objectives, leading to uneven gameplay and strategic considerations.
Dread;phaseMixin;Represents a feeling of apprehension and anticipation of something negative, often used in games to build suspense or create a sense of unease.
Wonder;phaseMixin;Represents a feeling of awe and amazement, likely triggered by the game's visuals, narrative, or unexpected events.
Data Representation;category;Represents the ways in which information is presented and managed within the game, including the use of symbols, numbers, charts, or other visual aids.
Anguish;phaseMixin;Represents an intense feeling of suffering and distress, likely triggered by significant losses or setbacks within the game.
Dynamics;category;Represents the interactions between different game elements, player choices, and game mechanics, creating the overall flow and feel of the gameplay.
Helplessness;phaseMixin;Represents a negative emotional state where players feel a lack of agency or control over the game's outcome, potentially leading to frustration or disengagement.
Co-operative Play;category;Represents a style of gameplay where players work together as a team towards a common objective, emphasizing collaboration and shared success.
Human Shield;roleMixin;Represents a specific tactic or behavior pattern, often considered controversial, where a player uses other game entities or even other players for protection.
Combo;category;Represents a sequence of actions or a combination of elements that, when executed together, produce a greater effect than the sum of their individual parts.
Phase;category;Represents a distinct stage or period within a game turn or the overall game progression, often associated with specific actions or events.
Peace;phaseMixin;Represents a state within the game characterized by a lack of conflict, often temporary and subject to change based on player actions or game events.
Self objective;category;Represents personal goals or milestones that individual players might set for themselves within the context of the game, adding a layer of individual challenge or motivation.
Annoyance;phaseMixin;Represents a mild form of irritation or frustration, likely triggered by minor setbacks, inconveniences, or the actions of other players.
Excitement;phaseMixin;Represents a heightened emotional state of anticipation and enthusiasm, often triggered by unexpected events, risky situations, or the potential for rewards within the game.
Commodity Speculation;mixin;Represents a specific economic mechanic where players attempt to profit from fluctuations in the value of goods, often involving risk assessment and market prediction.
Game;kind;Represents the overarching concept of a structured form of play, encompassing all the rules, mechanics, components, and experiences associated with it.
Strategic choices;category;Represents the decision-making process players engage in, weighing options, considering consequences, and choosing courses of action that align with their goals.
Frustration;phaseMixin;Represents a negative emotional state arising from obstacles, setbacks, or the inability to achieve desired outcomes within the game.
Color Appreciation;phaseMixin;Represents a player's positive response to the visual elements and color palettes used in the game, potentially influencing their enjoyment or immersion.
Anxiety;phaseMixin;Represents a feeling of unease and worry, often triggered by uncertainty, time pressure, or the potential for negative consequences within the game.
Movement;category;Represents a fundamental action in many games, describing how entities change positions, navigate the game board, or interact with different locations.
Component;category;Represents a physical or digital element that makes up the game, such as cards, dice, boards, meeples, or tokens.
Reduce options;mixin;Represents a mechanic where possibilities are narrowed down, often forcing players to make difficult choices with limited information or resources. Semi-rigid: essential to games with this mechanic, accidental to those without.
Press Your Luck;mixin;Represents a mechanic where players take risks, pushing their luck for potential rewards but also facing increasing chances of failure or penalties.
Bitterness;phaseMixin;Represents a negative emotional state of resentment and anger, likely triggered by perceived unfairness, betrayal, or repeated losses within the game.
Forcefull interpretation;roleMixin;Represents a behavior pattern where players try to impose their own interpretation of rules or game situations, potentially leading to conflict or disputes.
All versus one;category;Represents a game structure where all players cooperate against a single opponent, often controlled by the game itself or taking on a specific role.
Abhorrence;phaseMixin;Represents an intense feeling of disgust and loathing, likely triggered by specific game themes, actions, or the consequences of player choices.
Convince;roleMixin;Represents a player interaction where one player attempts to persuade others to adopt a particular course of action, often involving negotiation, deception, or appeals to logic or emotion.
Revulsion;phaseMixin;Represents an intense feeling of disgust and aversion, likely triggered by disturbing visuals, themes, or actions within the game.
Nervousness;phaseMixin;Represents an emotional state of unease and apprehension, often triggered by uncertainty, pressure, or the potential for negative consequences within the game.
Teams;collective;Represents groups of players working together towards shared goals, often with a sense of camaraderie and shared responsibility.
Area Movement;category;Represents actions related to changing positions within the game's defined areas or regions, often subject to specific rules or limitations.
Algorithm;category;Represents a set of rules or instructions that determine specific game mechanics or behaviors, often used to automate processes or create predictable outcomes.
Storytelling;category;Represents the narrative aspect of the game, encompassing the plot, characters, setting, and themes that create an immersive experience.
Area Control;mixin;Represents a game mechanic where players compete to dominate or hold specific areas on the game board, often to gain resources, strategic advantages, or victory points.
Trepidation;phaseMixin;Represents a feeling of fear and apprehension about the future, often used in games to create suspense or uncertainty about upcoming events.
Rejoicing;phaseMixin;Represents a strong feeling of joy and celebration, likely triggered by a significant victory, achievement, or positive turn of events within the game.
Safe play;roleMixin;Represents a risk-averse strategy where players prioritize security and minimizing potential losses, often at the expense of potential gains.
Network Building;mixin;Represents a mechanic where players create connections between elements, often to establish routes, resources, or influence within the game.
Pattern;category;Represents recurring arrangements, sequences, or relationships between elements within the game, often holding significance for strategy, analysis, or aesthetics.
Role_Playing;category;Represents a game genre or style where players assume the roles of fictional characters, often within a story-driven narrative, making choices and taking actions that shape the outcome.
Colection;category;Represents the act of gathering and amassing game elements, often as a core mechanic or a secondary objective, potentially leading to rewards or advantages.
Intention of use;category;Represents the purpose or goal behind using a particular game element, mechanic, or strategy, often influencing player choices and the flow of the game.
Revenge;goal;Represents a powerful motivator within games, driving players to retaliate against perceived wrongs or to seek retribution for past losses or betrayals.
Hopelessness;phaseMixin;Represents a negative emotional state of despair and resignation, often triggered by a perceived lack of options, insurmountable challenges, or an inevitable loss within the game.
Diversion;mixin;Represents a mechanic or strategy involving the distraction of attention or resources, often used to gain a tactical advantage or to deceive opponents.
Compound Emotions;category;Represents complex emotional states arising from a blend of multiple emotions, often reflecting the nuanced experiences evoked by game events or interactions.
Panic;phaseMixin;Represents an intense and sudden feeling of fear and anxiety, often leading to irrational or impulsive actions, triggered by threats or overwhelming situations.
Action Draft;mixin;Represents a mechanic where players select actions from a shared pool, limiting options and creating competition for desired actions.
Vengefulness;phaseMixin;Represents a desire for revenge, often fueling aggressive or retaliatory behavior in response to perceived wrongs or injustices within the game.
Aversion;phaseMixin;Represents a strong feeling of dislike or disgust, potentially influencing player choices and leading them to avoid specific actions, elements, or strategies.
Distaste;phaseMixin;Represents a feeling of dislike or aversion, often associated with specific game elements, themes, or the actions of other players.
Resignation;phaseMixin;Represents an emotional state of acceptance and surrender, often triggered by a perceived inability to influence the game's outcome or to overcome challenges.
Game Balance;category;Represents the fairness and equity of the game design, ensuring that no player or strategy has an inherent advantage, allowing for meaningful choices and competition.
Line Drawing;mixin;Represents a mechanic involving the creation or manipulation of lines on a game board, often to connect points, create barriers, or form specific patterns.
Random Draw;mixin;Represents a mechanic involving the random selection of elements, such as cards, tokens, or dice rolls, introducing an element of chance and unpredictability.
Action based;category;Represents a game design philosophy emphasizing player actions and their consequences as the primary drivers of gameplay and narrative.
Simultaneous Action Selection;mixin;Represents a mechanic where players choose actions concurrently, often keeping their choices secret until a reveal phase, introducing an element of anticipation and bluffing.
Acting;category;Represents the physical or verbal expression of a character's actions, intentions, or emotions, often within the context of role-playing games or games with strong narrative elements.
Voting;mixin;Represents a mechanic where players collectively decide on an outcome or course of action, often by majority rule.
Set Colection;mixin;Represents a mechanic where players aim to gather specific combinations of elements, often cards, to score points or trigger special abilities.
Action Card;category;Represents a card that allows the player to perform an action, often influencing the game state or interacting with other elements.
Memory;category;Represents a cognitive skill often challenged in games, requiring players to remember positions, sequences, or information.
Identification;category;Represents the act of recognizing and distinguishing between different game elements, patterns, or information, often crucial for decision-making.
Discouragement;phaseMixin;Represents a negative emotional state characterized by a loss of confidence or motivation, often triggered by setbacks or perceived difficulty within the game.
Tile Placement;mixin;Represents a mechanic where players place tiles onto a game board, often to create patterns, connect areas, or manage resources.
Derived;category;Represents elements or mechanics that are based on or influenced by other elements within the game system.
Action;category;Represents a fundamental element of gameplay, encompassing any choice or move a player can make that affects the game state.
Sadness;phaseMixin;Represents a negative emotional state of sorrow and unhappiness, often triggered by loss, setbacks, or thematically evocative events within the game.
Flexible strategy;category;Represents a strategic approach that emphasizes adaptability and responsiveness to changing game conditions, allowing players to adjust their plans.
Dislike;phaseMixin;Represents a negative feeling of aversion or disapproval, often directed towards specific game elements, the actions of other players, or undesirable outcomes.
Sorrow;phaseMixin;Represents a deep feeling of sadness and grief, often triggered by significant losses, tragic events, or thematically heavy themes within the game.
Greed;phaseMixin;Represents an excessive desire for resources, wealth, or possessions, often influencing player choices and potentially leading to conflict or risk-taking behavior.
Compassion;phaseMixin;Represents a feeling of empathy and concern for others, potentially influencing player choices and leading to acts of altruism or cooperation.
Die;category;Represents a physical object with numbered sides, rolled to generate random outcomes, often influencing movement, actions, or event resolution.
Curiosity;phaseMixin;Represents a desire to explore, discover, or learn more about the game world, mechanics, or narrative, often driving player actions and engagement.
Ecstasy;phaseMixin;Represents a feeling of intense joy and euphoria, often triggered by significant achievements, unexpected victories, or particularly satisfying moments within the game.
Trading;mixin;Represents a mechanic where players exchange resources, cards, or other game elements, often to acquire needed components or to gain a strategic advantage.
name;inferred_stereotype;explanation
Module;kind;Represents a fundamental type of entity.
UpperPhase;phase;Represents a phase of something, in this case, probably a phase of a module.
Degree;kind;Represents a fundamental type of entity.
Regulation;kind;Represents a fundamental type of entity.
Subject;kind;Represents a fundamental type of entity, could be a person or an area of study.
Deg_Reg;relator;Represents a relator connecting Degree and Regulation.
DegreeRegulation;relator;Represents a relator, likely similar or equivalent to Deg_Reg.
Element_Module;relator;Represents a relator connecting Element and Module.
Variant;kind;Represents a fundamental type of entity, likely a variation of something else.
Phase;phase;Represents a stage in a process or lifecycle.
Element;kind;Represents a fundamental type of entity.
PhaseWithModule;relator;Represents a relator connecting a Phase and a Module.
SubPhase;phase;Represents a phase that is a part of a larger phase.
Sub_Phase;phase;Represents a phase that is a part of a larger phase.
Var_Reg;relator;Represents a relator connecting Variant and Regulation.
VariationReg;relator;Represents a relator, likely similar or equivalent to Var_Reg.
Module_Phase;relator;Represents a relator connecting Module and Phase.
name;inferred_stereotype;explanation
DeclaredProvenance;relator;A Declared Provenance represents a relationship between a Provider and a Consumer, indicating the origin or source of something. This aligns with the concept of a relator, which connects two or more individuals through a material relation.
Provider;role;A Provider is likely a role that an entity plays in the context of providing something.  Roles are anti-rigid specializations of kinds, meaning they represent contingent classifications based on relationships.
Consumer;role;Similar to Provider, a Consumer is likely a role that an entity plays in the context of consuming or using something. It's a contingent classification based on a relationship.
DeclaredValue;quality;A Declared Value likely represents a specific attribute or characteristic that can be measured or evaluated, such as a monetary value or a quality assessment. Qualities are particularized properties often understood as values in a conceptual space.
ConsumerNeed;mode;A Consumer Need represents a particular state or requirement of a Consumer. Modes are particularized properties that are not typically measured as values, like needs or desires.
Payment;event;A Payment is an action or occurrence that involves the transfer of value, typically as part of a transaction. Events unfold in time and are instances of perdurant types.
Receipt;relator;A Receipt represents proof or evidence of a transaction, typically involving a buyer and a seller.  It connects entities in a material relation.
Production;process;Production likely refers to a series of actions or steps involved in creating or manufacturing something.  Processes are types of perdurants.
RawProduct;kind;A Raw Product is likely a fundamental type of tangible good used as input in a production process. Kinds are fundamental categories of endurants with principles of identity and persistence.
CounterObject;kind;Without further context, CounterObject seems like a general type of physical object. It could be a placeholder for a more specific kind or require further refinement.
ProvenanceEvaluation;process;Provenance Evaluation likely refers to the act of assessing or verifying the origin and history of something, making it a process.
Purchase;event;A Purchase represents a transaction where something is bought, making it an instance of a perdurant type.
Policy;kind;A Policy is a set of rules or guidelines. While often documented, the policy itself, as a concept, can be considered a kind, representing a fundamental category.
Provenance;mode;Provenance, referring to the origin or source of something, is a particularized property or characteristic. Since it's not usually measured quantitatively, it aligns more with a mode than a quality.
ValueObject;kind;Without more context, ValueObject seems like a general type of entity that holds or represents value. It could be refined into a more specific kind depending on its role.
GeographicIndication;mode;A Geographic Indication denotes the origin of a product or service, often tied to quality or characteristics. It's a property that is not directly measurable as a value, making it a mode.
Sale;event;A Sale is a transaction involving the exchange of goods or services, making it an event, which is an instance of a perdurant type.
Actor;role;An Actor is a very general term, but in many contexts, it implies a role that an entity takes on, especially in processes or events.
ValueActivity;process;Value Activity suggests a series of actions or steps that contribute to producing value, making it a process.
Agent;role;An Agent often acts on behalf of another entity.  Therefore, it represents a role taken on by an individual or organization.
BusinessNeed;mode;A Business Need is a condition or requirement that a business has. As a need, it is a particularized property that is not a value in a conceptual space, making it a mode.
EndProduct;kind;An End Product is likely a final, tangible good resulting from a production process. It represents a fundamental type of object with its own identity, making it a kind.
name;inferred_stereotype;explanation
Outcome;kind;"A fundamental sort of endurant type. For example, we can have ""Positive Outcome"" and ""Negative Outcome"" as Outcomes."
Player Action;event;"Represents a change in the world. For example, a Player Action can be ""Choose a card""."
Game Player;role;"""Game Player"" is a role that the kind Agent can play."
Risk Event;subkind;Risk Event is a more specific type of the kind Event.
Intention;mode;"Intention is a particularized property that is not conceived as a value in a conceptual space. For example, an Intention can be ""To win the game""."
Value Event;subkind;Value Event is a more specific type of the kind Event.
Utility Value Magnitude;quantity;"Represents a portion of a home-omerous amount of matter. For example, we can have different Utility Value Magnitudes, such as ""High"", ""Medium"", and ""Low""."
Action Profile;mixin;Action Profile is a mixin because it represents common properties of individuals of multiple Kinds.
Gain Event;subkind;Gain Event is a more specific type of the kind Event.
Value Experience;perdurante;Represents an individual that unfolds in time, accumulating temporal parts.
Threat Event;subkind;Threat Event is a more specific type of the kind Event.
Agent;kind;"A fundamental sort of endurant type. For example, we can have ""Human Agent"" and ""Software Agent"" as Agents."
Threatening Situation;situation;Represents a state of affairs.
Utility;quality;Represents a particularized property that can be understood as a value in a conceptual space.
Game;kind;"A fundamental sort of endurant type. For example, we can have ""Board Game"" and ""Card Game"" as Games."
Resulting Situation;situation;Represents a state of affairs.
Unity Value Ascription;roleMixin;Represents common properties of individuals of multiple Kinds.
Successful Situation;situation;Represents a state of affairs.
Impact Event;subkind;Impact Event is a more specific type of the kind Event.
Trigger Event;subkind;Trigger Event is a more specific type of the kind Event.
Loss Event;subkind;Loss Event is a more specific type of the kind Event.
Utility Value;quality;Represents a particularized property that can be understood as a value in a conceptual space.
name;inferred_stereotype;explanation
Rich Provenance Metadata;category;It describes properties of something, in this case, properties about provenance metadata that is rich
Data Accessibility Requirements;category;It describes essential properties of something related to data accessibility, like a protocol or a data itself
Resource;kind;It is a fundamental concept and represents an independent entity
Self-Explanatory Attribute Key;category;It describes properties of an attribute key that explains itself
Attribute Value;kind;It is a fundamental concept and represents the value of an attribute. It exists independently of the attribute
Metadata;kind;A fundamental concept, representing data about data. It exists on its own
Community Standard;kind;It is a fundamental concept that represents a standard defined and followed by a community
Searchable Resource;category;It describes properties of a resource on which searches can be performed
Intrinsic Attribute Value;subkind;It represents a specific type of Attribute Value that is inherent to the entity it describes
Restricted Data Accessibility Requirements;subkind;It is a specialized kind of Data Accessibility Requirements that applies restrictions on how data can be accessed
Attribute;kind;A fundamental concept representing a characteristic or feature of an entity, existing independently
Open Data;category;It describes properties of data that is freely available for use
Registration/Indexing;kind;It is a fundamental concept and represents the mechanism of registering and indexing something, like data or resources
Searchable Data;category;It describes properties of data that can be searched
Rich Metadata Item Attribute;subkind;It is a specialized kind of attribute specifically related to rich metadata items
Data Item;kind;It is a fundamental concept representing a unit or piece of data
Authorization Protocol;subkind;It is a specialized type of Protocol that defines rules for granting access rights to resources
Data Entity;kind;Represents a distinct and independent unit of data
Representation Language;kind;A fundamental concept for a language used to express or represent data or information
Provenance Metadata Item Attribute;subkind;It is a specialized kind of attribute specifically related to provenance metadata items
Data Model;kind;A fundamental concept representing an abstract structure and organization of data
Ground Data;subkind;Represents a specific type or category of data that serves as a foundation or basis for other data or analysis
